instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
14771,2012-09-12,3,1,9,15,0,3,1,1,0.72,0.6515,0.37,0.1343,75,243,318
14772,2012-09-12,3,1,9,16,0,3,1,1,0.72,0.6515,0.37,0.1642,90,419,509
14773,2012-09-12,3,1,9,17,0,3,1,1,0.7,0.6364,0.41,0.2985,114,811,925
14774,2012-09-12,3,1,9,18,0,3,1,1,0.66,0.6212,0.44,0.2537,91,886,977
14775,2012-09-12,3,1,9,19,0,3,1,1,0.64,0.6212,0.5,0.194,78,557,635
14776,2012-09-12,3,1,9,20,0,3,1,1,0.62,0.6212,0.57,0.1343,38,432,470
14777,2012-09-12,3,1,9,21,0,3,1,1,0.6,0.6061,0.6,0.1343,27,279,306
14778,2012-09-12,3,1,9,22,0,3,1,1,0.56,0.5303,0.64,0.0896,23,189,212
14779,2012-09-12,3,1,9,23,0,3,1,1,0.56,0.5303,0.68,0.1045,16,111,127
14780,2012-09-13,3,1,9,0,0,4,1,1,0.56,0.5303,0.73,0.0896,11,46,57
14781,2012-09-13,3,1,9,1,0,4,1,1,0.54,0.5152,0.77,0.0896,6,22,28
14782,2012-09-13,3,1,9,2,0,4,1,1,0.54,0.5152,0.77,0.0,0,9,9
14783,2012-09-13,3,1,9,3,0,4,1,1,0.52,0.5,0.83,0.0,2,9,11
14784,2012-09-13,3,1,9,4,0,4,1,1,0.52,0.5,0.83,0.0,0,6,6
14785,2012-09-13,3,1,9,5,0,4,1,1,0.52,0.5,0.83,0.0,3,54,57
14786,2012-09-13,3,1,9,6,0,4,1,1,0.5,0.4848,0.82,0.0,9,186,195
14787,2012-09-13,3,1,9,7,0,4,1,1,0.54,0.5152,0.77,0.0,22,549,571
14788,2012-09-13,3,1,9,8,0,4,1,1,0.56,0.5303,0.73,0.0,33,725,758
14789,2012-09-13,3,1,9,9,0,4,1,1,0.6,0.6061,0.64,0.0896,46,292,338
14790,2012-09-13,3,1,9,10,0,4,1,1,0.64,0.6212,0.61,0.0896,63,149,212
14791,2012-09-13,3,1,9,11,0,4,1,1,0.66,0.6212,0.5,0.1642,71,183,254
14792,2012-09-13,3,1,9,12,0,4,1,1,0.68,0.6364,0.44,0.1045,57,240,297
14793,2012-09-13,3,1,9,13,0,4,1,1,0.7,0.6364,0.42,0.0,60,223,283
14794,2012-09-13,3,1,9,14,0,4,1,1,0.72,0.6515,0.39,0.1343,60,214,274
14795,2012-09-13,3,1,9,15,0,4,1,1,0.72,0.6515,0.42,0.1045,99,253,352
14796,2012-09-13,3,1,9,16,0,4,1,1,0.72,0.6515,0.39,0.0896,85,406,491
14797,2012-09-13,3,1,9,17,0,4,1,1,0.72,0.6515,0.42,0.194,97,787,884
14798,2012-09-13,3,1,9,18,0,4,1,1,0.68,0.6364,0.57,0.2537,108,744,852
14799,2012-09-13,3,1,9,19,0,4,1,1,0.64,0.6061,0.65,0.1343,80,594,674
14800,2012-09-13,3,1,9,20,0,4,1,1,0.62,0.6061,0.69,0.1045,55,408,463
14801,2012-09-13,3,1,9,21,0,4,1,1,0.62,0.6061,0.65,0.1045,26,291,317
14802,2012-09-13,3,1,9,22,0,4,1,1,0.6,0.5909,0.69,0.1343,28,223,251
14803,2012-09-13,3,1,9,23,0,4,1,1,0.58,0.5455,0.73,0.1045,33,137,170
14804,2012-09-14,3,1,9,0,0,5,1,1,0.56,0.5303,0.73,0.0896,24,63,87
14805,2012-09-14,3,1,9,1,0,5,1,1,0.56,0.5303,0.73,0.0896,6,35,41
14806,2012-09-14,3,1,9,2,0,5,1,1,0.56,0.5303,0.73,0.0,7,23,30
14807,2012-09-14,3,1,9,3,0,5,1,1,0.54,0.5152,0.77,0.0,5,9,14
14808,2012-09-14,3,1,9,4,0,5,1,1,0.54,0.5152,0.77,0.0,1,11,12
14809,2012-09-14,3,1,9,5,0,5,1,1,0.54,0.5152,0.83,0.0,1,40,41
14810,2012-09-14,3,1,9,6,0,5,1,1,0.54,0.5152,0.88,0.0,8,144,152
14811,2012-09-14,3,1,9,7,0,5,1,2,0.56,0.5303,0.88,0.0,17,437,454
14812,2012-09-14,3,1,9,8,0,5,1,2,0.6,0.5758,0.78,0.1642,51,715,766
14813,2012-09-14,3,1,9,9,0,5,1,2,0.62,0.5909,0.78,0.1642,46,301,347
14814,2012-09-14,3,1,9,10,0,5,1,2,0.68,0.6364,0.65,0.0,75,171,246
14815,2012-09-14,3,1,9,11,0,5,1,2,0.68,0.6364,0.61,0.1045,84,196,280
14816,2012-09-14,3,1,9,12,0,5,1,2,0.7,0.6515,0.54,0.194,119,290,409
14817,2012-09-14,3,1,9,13,0,5,1,2,0.7,0.6515,0.54,0.194,107,301,408
14818,2012-09-14,3,1,9,14,0,5,1,2,0.72,0.6515,0.45,0.1642,113,258,371
14819,2012-09-14,3,1,9,15,0,5,1,2,0.72,0.6667,0.48,0.1343,94,273,367
14820,2012-09-14,3,1,9,16,0,5,1,2,0.72,0.6667,0.51,0.0,109,454,563
14821,2012-09-14,3,1,9,17,0,5,1,1,0.72,0.6667,0.51,0.194,137,757,894
14822,2012-09-14,3,1,9,18,0,5,1,1,0.72,0.6515,0.45,0.2239,116,692,808
14823,2012-09-14,3,1,9,19,0,5,1,1,0.68,0.6364,0.57,0.1642,83,496,579
14824,2012-09-14,3,1,9,20,0,5,1,1,0.66,0.6212,0.61,0.1045,67,337,404
14825,2012-09-14,3,1,9,21,0,5,1,1,0.64,0.6061,0.73,0.2239,42,270,312
14826,2012-09-14,3,1,9,22,0,5,1,1,0.62,0.5758,0.83,0.194,40,189,229
14827,2012-09-14,3,1,9,23,0,5,1,1,0.62,0.5909,0.78,0.0896,27,168,195
14828,2012-09-15,3,1,9,0,0,6,0,1,0.6,0.5606,0.83,0.1045,38,169,207
14829,2012-09-15,3,1,9,1,0,6,0,1,0.6,0.5909,0.73,0.0,8,101,109
14830,2012-09-15,3,1,9,2,0,6,0,1,0.58,0.5455,0.78,0.1045,18,75,93
14831,2012-09-15,3,1,9,3,0,6,0,1,0.6,0.5909,0.73,0.2537,6,31,37
14832,2012-09-15,3,1,9,4,0,6,0,2,0.6,0.5909,0.69,0.3582,3,3,6
14833,2012-09-15,3,1,9,5,0,6,0,1,0.58,0.5455,0.6,0.5224,1,15,16
14834,2012-09-15,3,1,9,6,0,6,0,1,0.54,0.5152,0.49,0.4179,6,27,33
14835,2012-09-15,3,1,9,7,0,6,0,1,0.54,0.5152,0.52,0.2836,10,63,73
14836,2012-09-15,3,1,9,8,0,6,0,1,0.56,0.5303,0.49,0.4179,43,169,212
14837,2012-09-15,3,1,9,9,0,6,0,1,0.6,0.6212,0.43,0.4179,79,263,342
14838,2012-09-15,3,1,9,10,0,6,0,1,0.62,0.6212,0.41,0.3881,119,323,442
14839,2012-09-15,3,1,9,11,0,6,0,1,0.64,0.6212,0.38,0.3881,228,399,627
14840,2012-09-15,3,1,9,12,0,6,0,1,0.66,0.6212,0.36,0.3582,287,419,706
14841,2012-09-15,3,1,9,13,0,6,0,1,0.68,0.6364,0.36,0.194,327,377,704
14842,2012-09-15,3,1,9,14,0,6,0,1,0.68,0.6364,0.34,0.3284,325,390,715
14843,2012-09-15,3,1,9,15,0,6,0,2,0.68,0.6364,0.34,0.2836,312,342,654
14844,2012-09-15,3,1,9,16,0,6,0,2,0.66,0.6212,0.36,0.2239,350,433,783
14845,2012-09-15,3,1,9,17,0,6,0,2,0.66,0.6212,0.36,0.2537,295,434,729
14846,2012-09-15,3,1,9,18,0,6,0,2,0.64,0.6212,0.36,0.2836,232,382,614
14847,2012-09-15,3,1,9,19,0,6,0,1,0.62,0.6212,0.41,0.1642,169,309,478
14848,2012-09-15,3,1,9,20,0,6,0,1,0.6,0.6212,0.43,0.0896,89,241,330
14849,2012-09-15,3,1,9,21,0,6,0,1,0.56,0.5303,0.52,0.1045,86,210,296
14850,2012-09-15,3,1,9,22,0,6,0,1,0.56,0.5303,0.52,0.0,82,197,279
14851,2012-09-15,3,1,9,23,0,6,0,1,0.54,0.5152,0.6,0.0,47,182,229
14852,2012-09-16,3,1,9,0,0,0,0,1,0.54,0.5152,0.64,0.0,28,123,151
14853,2012-09-16,3,1,9,1,0,0,0,1,0.54,0.5152,0.64,0.0,35,82,117
14854,2012-09-16,3,1,9,2,0,0,0,1,0.52,0.5,0.63,0.0,27,62,89
14855,2012-09-16,3,1,9,3,0,0,0,1,0.5,0.4848,0.68,0.0,10,38,48
14856,2012-09-16,3,1,9,4,0,0,0,1,0.5,0.4848,0.72,0.0,2,6,8
14857,2012-09-16,3,1,9,5,0,0,0,1,0.5,0.4848,0.72,0.0,3,10,13
14858,2012-09-16,3,1,9,6,0,0,0,1,0.5,0.4848,0.72,0.0,9,26,35
14859,2012-09-16,3,1,9,7,0,0,0,1,0.5,0.4848,0.77,0.1045,28,43,71
14860,2012-09-16,3,1,9,8,0,0,0,1,0.54,0.5152,0.64,0.1642,34,94,128
14861,2012-09-16,3,1,9,9,0,0,0,1,0.58,0.5455,0.6,0.1343,70,226,296
14862,2012-09-16,3,1,9,10,0,0,0,1,0.62,0.6212,0.5,0.1045,160,330,490
14863,2012-09-16,3,1,9,11,0,0,0,1,0.64,0.6212,0.47,0.1642,183,376,559
14864,2012-09-16,3,1,9,12,0,0,0,1,0.66,0.6212,0.44,0.1642,188,468,656
14865,2012-09-16,3,1,9,13,0,0,0,1,0.64,0.6212,0.41,0.1642,240,454,694
14866,2012-09-16,3,1,9,14,0,0,0,1,0.66,0.6212,0.39,0.1343,225,410,635
14867,2012-09-16,3,1,9,15,0,0,0,1,0.64,0.6212,0.41,0.1642,215,342,557
14868,2012-09-16,3,1,9,16,0,0,0,1,0.64,0.6212,0.44,0.1642,194,402,596
14869,2012-09-16,3,1,9,17,0,0,0,1,0.66,0.6212,0.41,0.0,177,393,570
14870,2012-09-16,3,1,9,18,0,0,0,1,0.62,0.6212,0.5,0.1642,120,361,481
14871,2012-09-16,3,1,9,19,0,0,0,1,0.62,0.6212,0.5,0.1343,91,312,403
14872,2012-09-16,3,1,9,20,0,0,0,1,0.6,0.6212,0.53,0.1045,57,267,324
14873,2012-09-16,3,1,9,21,0,0,0,1,0.6,0.6212,0.56,0.1045,43,148,191
14874,2012-09-16,3,1,9,22,0,0,0,1,0.56,0.5303,0.68,0.0896,18,109,127
14875,2012-09-16,3,1,9,23,0,0,0,1,0.54,0.5152,0.68,0.1045,9,85,94
14876,2012-09-17,3,1,9,0,0,1,1,1,0.54,0.5152,0.68,0.1642,14,31,45
14877,2012-09-17,3,1,9,1,0,1,1,1,0.52,0.5,0.72,0.0896,9,12,21
14878,2012-09-17,3,1,9,2,0,1,1,1,0.52,0.5,0.72,0.0,5,8,13
14879,2012-09-17,3,1,9,3,0,1,1,1,0.5,0.4848,0.77,0.0896,0,7,7
14880,2012-09-17,3,1,9,4,0,1,1,1,0.5,0.4848,0.77,0.0,2,9,11
14881,2012-09-17,3,1,9,5,0,1,1,1,0.48,0.4697,0.82,0.0896,1,44,45
14882,2012-09-17,3,1,9,6,0,1,1,1,0.48,0.4697,0.82,0.0,7,157,164
14883,2012-09-17,3,1,9,7,0,1,1,1,0.52,0.5,0.77,0.0,18,474,492
14884,2012-09-17,3,1,9,8,0,1,1,1,0.54,0.5152,0.77,0.0896,36,647,683
14885,2012-09-17,3,1,9,9,0,1,1,1,0.58,0.5455,0.68,0.1343,34,265,299
14886,2012-09-17,3,1,9,10,0,1,1,2,0.62,0.6061,0.65,0.194,73,129,202
14887,2012-09-17,3,1,9,11,0,1,1,2,0.62,0.6061,0.69,0.2239,61,191,252
14888,2012-09-17,3,1,9,12,0,1,1,2,0.62,0.6061,0.69,0.194,62,233,295
14889,2012-09-17,3,1,9,13,0,1,1,1,0.64,0.6061,0.65,0.2537,112,231,343
14890,2012-09-17,3,1,9,14,0,1,1,2,0.64,0.6061,0.65,0.2537,129,203,332
14891,2012-09-17,3,1,9,15,0,1,1,2,0.64,0.6061,0.65,0.2537,82,256,338
14892,2012-09-17,3,1,9,16,0,1,1,2,0.64,0.6061,0.69,0.2537,74,379,453
14893,2012-09-17,3,1,9,17,0,1,1,2,0.64,0.6061,0.65,0.2239,102,740,842
14894,2012-09-17,3,1,9,18,0,1,1,2,0.62,0.5909,0.73,0.1642,66,708,774
14895,2012-09-17,3,1,9,19,0,1,1,2,0.62,0.5909,0.73,0.1045,51,435,486
14896,2012-09-17,3,1,9,20,0,1,1,2,0.62,0.5909,0.73,0.1343,32,308,340
14897,2012-09-17,3,1,9,21,0,1,1,3,0.62,0.5758,0.83,0.2239,28,205,233
14898,2012-09-17,3,1,9,22,0,1,1,3,0.62,0.5758,0.83,0.2537,20,109,129
14899,2012-09-17,3,1,9,23,0,1,1,3,0.6,0.5152,0.94,0.2537,4,66,70
14900,2012-09-18,3,1,9,0,0,2,1,3,0.6,0.5152,0.94,0.2537,2,11,13
14901,2012-09-18,3,1,9,1,0,2,1,3,0.6,0.5152,0.94,0.194,0,5,5
14902,2012-09-18,3,1,9,2,0,2,1,3,0.6,0.5152,0.94,0.194,0,4,4
14903,2012-09-18,3,1,9,3,0,2,1,2,0.62,0.5455,0.94,0.2836,0,6,6
14904,2012-09-18,3,1,9,4,0,2,1,2,0.62,0.5455,0.94,0.3582,2,5,7
14905,2012-09-18,3,1,9,5,0,2,1,2,0.64,0.5758,0.89,0.3284,3,45,48
14906,2012-09-18,3,1,9,6,0,2,1,2,0.64,0.5758,0.89,0.3284,4,163,167
14907,2012-09-18,3,1,9,7,0,2,1,2,0.64,0.5758,0.89,0.4478,13,343,356
14908,2012-09-18,3,1,9,8,0,2,1,2,0.66,0.6061,0.83,0.5522,32,640,672
14909,2012-09-18,3,1,9,9,0,2,1,2,0.66,0.6061,0.83,0.5821,27,266,293
14910,2012-09-18,3,1,9,10,0,2,1,3,0.68,0.6364,0.79,0.6418,30,130,160
14911,2012-09-18,3,1,9,11,0,2,1,2,0.68,0.6364,0.79,0.6418,36,115,151
14912,2012-09-18,3,1,9,12,0,2,1,3,0.68,0.6364,0.83,0.4478,16,72,88
14913,2012-09-18,3,1,9,13,0,2,1,2,0.7,0.6667,0.74,0.5821,17,97,114
14914,2012-09-18,3,1,9,14,0,2,1,3,0.6,0.5152,0.94,0.4627,27,116,143
14915,2012-09-18,3,1,9,15,0,2,1,3,0.6,0.5455,0.88,0.2537,1,35,36
14916,2012-09-18,3,1,9,16,0,2,1,3,0.6,0.5455,0.88,0.2985,19,122,141
14917,2012-09-18,3,1,9,17,0,2,1,3,0.6,0.5455,0.88,0.194,36,302,338
14918,2012-09-18,3,1,9,18,0,2,1,2,0.6,0.5455,0.88,0.1642,19,262,281
14919,2012-09-18,3,1,9,19,0,2,1,2,0.6,0.5455,0.88,0.2985,22,302,324
14920,2012-09-18,3,1,9,20,0,2,1,2,0.6,0.5455,0.88,0.194,19,271,290
14921,2012-09-18,3,1,9,21,0,2,1,2,0.6,0.5455,0.88,0.194,21,186,207
14922,2012-09-18,3,1,9,22,0,2,1,3,0.58,0.5455,0.83,0.4627,14,137,151
14923,2012-09-18,3,1,9,23,0,2,1,2,0.56,0.5303,0.83,0.2239,11,67,78
14924,2012-09-19,3,1,9,0,0,3,1,2,0.56,0.5303,0.68,0.2836,3,23,26
14925,2012-09-19,3,1,9,1,0,3,1,2,0.54,0.5152,0.68,0.2537,0,12,12
14926,2012-09-19,3,1,9,2,0,3,1,2,0.54,0.5152,0.64,0.3284,0,3,3
14927,2012-09-19,3,1,9,3,0,3,1,2,0.52,0.5,0.63,0.2537,1,4,5
14928,2012-09-19,3,1,9,4,0,3,1,2,0.52,0.5,0.68,0.3582,0,10,10
14929,2012-09-19,3,1,9,5,0,3,1,2,0.52,0.5,0.68,0.2836,2,54,56
14930,2012-09-19,3,1,9,6,0,3,1,1,0.52,0.5,0.63,0.2537,6,166,172
14931,2012-09-19,3,1,9,7,0,3,1,1,0.52,0.5,0.63,0.2239,16,529,545
14932,2012-09-19,3,1,9,8,0,3,1,1,0.52,0.5,0.59,0.2239,39,758,797
14933,2012-09-19,3,1,9,9,0,3,1,1,0.54,0.5152,0.6,0.2537,26,336,362
14934,2012-09-19,3,1,9,10,0,3,1,1,0.56,0.5303,0.52,0.194,23,169,192
14935,2012-09-19,3,1,9,11,0,3,1,1,0.6,0.6212,0.43,0.2537,44,203,247
14936,2012-09-19,3,1,9,12,0,3,1,1,0.6,0.6212,0.43,0.2537,53,260,313
14937,2012-09-19,3,1,9,13,0,3,1,1,0.6,0.6212,0.4,0.2537,55,234,289
14938,2012-09-19,3,1,9,14,0,3,1,1,0.62,0.6212,0.38,0.2537,59,227,286
14939,2012-09-19,3,1,9,15,0,3,1,1,0.62,0.6212,0.35,0.0,57,254,311
14940,2012-09-19,3,1,9,16,0,3,1,1,0.62,0.6212,0.35,0.0,69,397,466
14941,2012-09-19,3,1,9,17,0,3,1,1,0.6,0.6212,0.38,0.2239,74,812,886
14942,2012-09-19,3,1,9,18,0,3,1,1,0.58,0.5455,0.4,0.2836,85,807,892
14943,2012-09-19,3,1,9,19,0,3,1,1,0.56,0.5303,0.43,0.2239,72,539,611
14944,2012-09-19,3,1,9,20,0,3,1,1,0.52,0.5,0.48,0.1642,31,378,409
14945,2012-09-19,3,1,9,21,0,3,1,1,0.5,0.4848,0.59,0.1642,25,324,349
14946,2012-09-19,3,1,9,22,0,3,1,1,0.5,0.4848,0.63,0.0896,31,198,229
14947,2012-09-19,3,1,9,23,0,3,1,1,0.48,0.4697,0.67,0.0896,17,106,123
14948,2012-09-20,3,1,9,0,0,4,1,1,0.5,0.4848,0.63,0.0,12,46,58
14949,2012-09-20,3,1,9,1,0,4,1,1,0.46,0.4545,0.72,0.1045,4,14,18
14950,2012-09-20,3,1,9,2,0,4,1,1,0.46,0.4545,0.72,0.0896,2,9,11
14951,2012-09-20,3,1,9,3,0,4,1,1,0.44,0.4394,0.77,0.0,0,6,6
14952,2012-09-20,3,1,9,4,0,4,1,1,0.44,0.4394,0.77,0.1045,0,6,6
14953,2012-09-20,3,1,9,5,0,4,1,1,0.44,0.4394,0.77,0.1045,4,52,56
14954,2012-09-20,3,1,9,6,0,4,1,1,0.44,0.4394,0.77,0.0,9,161,170
14955,2012-09-20,3,1,9,7,0,4,1,1,0.46,0.4545,0.82,0.1045,20,514,534
14956,2012-09-20,3,1,9,8,0,4,1,1,0.5,0.4848,0.68,0.0896,44,746,790
14957,2012-09-20,3,1,9,9,0,4,1,1,0.56,0.5303,0.6,0.0896,25,330,355
14958,2012-09-20,3,1,9,10,0,4,1,1,0.58,0.5455,0.53,0.0896,33,157,190
14959,2012-09-20,3,1,9,11,0,4,1,1,0.62,0.6212,0.43,0.0,37,206,243
14960,2012-09-20,3,1,9,12,0,4,1,1,0.62,0.6212,0.43,0.1343,57,233,290
14961,2012-09-20,3,1,9,13,0,4,1,1,0.64,0.6212,0.44,0.1343,68,268,336
14962,2012-09-20,3,1,9,14,0,4,1,1,0.64,0.6212,0.47,0.194,76,222,298
14963,2012-09-20,3,1,9,15,0,4,1,1,0.66,0.6212,0.47,0.194,60,231,291
14964,2012-09-20,3,1,9,16,0,4,1,1,0.64,0.6212,0.47,0.1642,72,385,457
14965,2012-09-20,3,1,9,17,0,4,1,1,0.64,0.6212,0.5,0.2239,91,885,976
14966,2012-09-20,3,1,9,18,0,4,1,1,0.6,0.6212,0.56,0.2537,119,781,900
14967,2012-09-20,3,1,9,19,0,4,1,1,0.58,0.5455,0.6,0.2239,69,534,603
14968,2012-09-20,3,1,9,20,0,4,1,1,0.56,0.5303,0.64,0.1343,57,360,417
14969,2012-09-20,3,1,9,21,0,4,1,1,0.56,0.5303,0.64,0.194,28,246,274
14970,2012-09-20,3,1,9,22,0,4,1,1,0.54,0.5152,0.73,0.1045,35,252,287
14971,2012-09-20,3,1,9,23,0,4,1,1,0.54,0.5152,0.68,0.1045,17,137,154
14972,2012-09-21,3,1,9,0,0,5,1,1,0.54,0.5152,0.68,0.0,13,53,66
14973,2012-09-21,3,1,9,1,0,5,1,1,0.52,0.5,0.72,0.0,11,38,49
14974,2012-09-21,3,1,9,2,0,5,1,1,0.52,0.5,0.72,0.0,6,8,14
14975,2012-09-21,3,1,9,3,0,5,1,1,0.5,0.4848,0.77,0.0896,1,11,12
14976,2012-09-21,3,1,9,4,0,5,1,1,0.5,0.4848,0.77,0.0,1,9,10
14977,2012-09-21,3,1,9,5,0,5,1,1,0.5,0.4848,0.82,0.0,2,47,49
14978,2012-09-21,3,1,9,6,0,5,1,1,0.5,0.4848,0.77,0.0896,19,146,165
14979,2012-09-21,3,1,9,7,0,5,1,1,0.52,0.5,0.77,0.0,35,468,503
14980,2012-09-21,3,1,9,8,0,5,1,1,0.54,0.5152,0.73,0.1343,31,726,757
14981,2012-09-21,3,1,9,9,0,5,1,1,0.58,0.5455,0.68,0.1343,35,348,383
14982,2012-09-21,3,1,9,10,0,5,1,1,0.62,0.6061,0.61,0.2239,44,181,225
14983,2012-09-21,3,1,9,11,0,5,1,1,0.66,0.6212,0.57,0.2239,79,242,321
14984,2012-09-21,3,1,9,12,0,5,1,1,0.68,0.6364,0.57,0.1642,84,305,389
14985,2012-09-21,3,1,9,13,0,5,1,1,0.7,0.6515,0.54,0.1642,105,316,421
14986,2012-09-21,3,1,9,14,0,5,1,1,0.7,0.6515,0.54,0.2985,113,299,412
14987,2012-09-21,3,1,9,15,0,5,1,1,0.7,0.6515,0.54,0.2239,90,333,423
14988,2012-09-21,3,1,9,16,0,5,1,1,0.7,0.6515,0.54,0.194,103,464,567
14989,2012-09-21,3,1,9,17,0,5,1,1,0.68,0.6364,0.57,0.2836,107,739,846
14990,2012-09-21,3,1,9,18,0,5,1,1,0.66,0.6212,0.61,0.2537,106,699,805
14991,2012-09-21,3,1,9,19,0,5,1,1,0.64,0.6061,0.65,0.2537,95,493,588
14992,2012-09-21,3,1,9,20,0,5,1,1,0.62,0.6061,0.69,0.194,54,315,369
14993,2012-09-21,3,1,9,21,0,5,1,1,0.6,0.5909,0.73,0.2537,46,266,312
14994,2012-09-21,3,1,9,22,0,5,1,1,0.6,0.5909,0.73,0.194,47,248,295
14995,2012-09-21,3,1,9,23,0,5,1,1,0.6,0.5909,0.73,0.3284,23,163,186
14996,2012-09-22,3,1,9,0,0,6,0,1,0.6,0.5909,0.73,0.2836,32,140,172
14997,2012-09-22,3,1,9,1,0,6,0,1,0.58,0.5455,0.83,0.2985,18,106,124
14998,2012-09-22,3,1,9,2,0,6,0,1,0.56,0.5303,0.88,0.2537,10,73,83
14999,2012-09-22,3,1,9,3,0,6,0,1,0.56,0.5303,0.83,0.2836,6,39,45
15000,2012-09-22,3,1,9,4,0,6,0,1,0.56,0.5303,0.83,0.2836,5,10,15
15001,2012-09-22,3,1,9,5,0,6,0,1,0.56,0.5303,0.83,0.3284,2,15,17
15002,2012-09-22,3,1,9,6,0,6,0,1,0.56,0.5303,0.83,0.2985,6,35,41
15003,2012-09-22,3,1,9,7,0,6,0,1,0.58,0.5455,0.78,0.2537,7,70,77
15004,2012-09-22,3,1,9,8,0,6,0,1,0.6,0.5909,0.73,0.2985,21,197,218
15005,2012-09-22,3,1,9,9,0,6,0,1,0.64,0.6061,0.69,0.2537,88,289,377
15006,2012-09-22,3,1,9,10,0,6,0,1,0.66,0.6212,0.65,0.3284,124,350,474
15007,2012-09-22,3,1,9,11,0,6,0,1,0.7,0.6515,0.58,0.2836,189,437,626
15008,2012-09-22,3,1,9,12,0,6,0,1,0.72,0.6667,0.54,0.2985,228,460,688
15009,2012-09-22,3,1,9,13,0,6,0,1,0.74,0.6667,0.51,0.3582,273,434,707
15010,2012-09-22,3,1,9,14,0,6,0,1,0.76,0.6818,0.48,0.2836,250,404,654
15011,2012-09-22,3,1,9,15,0,6,0,1,0.74,0.6667,0.48,0.3881,307,443,750
15012,2012-09-22,3,1,9,16,0,6,0,1,0.74,0.6667,0.51,0.3284,253,427,680
15013,2012-09-22,3,1,9,17,0,6,0,1,0.74,0.6667,0.51,0.3284,195,451,646
15014,2012-09-22,3,1,9,18,0,6,0,1,0.72,0.6667,0.54,0.2836,171,427,598
15015,2012-09-22,3,1,9,19,0,6,0,1,0.7,0.6515,0.58,0.194,99,308,407
15016,2012-09-22,3,1,9,20,0,6,0,1,0.7,0.6515,0.54,0.2537,76,249,325
15017,2012-09-22,3,1,9,21,0,6,0,1,0.64,0.6212,0.57,0.2537,59,202,261
15018,2012-09-22,3,1,9,22,0,6,0,1,0.62,0.6212,0.57,0.194,59,180,239
15019,2012-09-22,3,1,9,23,0,6,0,1,0.62,0.6212,0.5,0.194,34,137,171
15020,2012-09-23,4,1,9,0,0,0,0,1,0.62,0.6212,0.38,0.2537,34,146,180
15021,2012-09-23,4,1,9,1,0,0,0,1,0.54,0.5152,0.52,0.3582,23,119,142
15022,2012-09-23,4,1,9,2,0,0,0,1,0.52,0.5,0.48,0.2537,18,77,95
15023,2012-09-23,4,1,9,3,0,0,0,1,0.48,0.4697,0.55,0.2985,13,41,54
15024,2012-09-23,4,1,9,4,0,0,0,1,0.46,0.4545,0.55,0.2239,1,9,10
15025,2012-09-23,4,1,9,5,0,0,0,1,0.46,0.4545,0.59,0.2537,1,5,6
15026,2012-09-23,4,1,9,6,0,0,0,1,0.44,0.4394,0.62,0.2537,5,11,16
15027,2012-09-23,4,1,9,7,0,0,0,1,0.46,0.4545,0.59,0.2239,9,48,57
15028,2012-09-23,4,1,9,8,0,0,0,1,0.48,0.4697,0.55,0.3582,38,137,175
15029,2012-09-23,4,1,9,9,0,0,0,1,0.5,0.4848,0.51,0.3284,71,205,276
15030,2012-09-23,4,1,9,10,0,0,0,1,0.54,0.5152,0.45,0.2537,138,351,489
15031,2012-09-23,4,1,9,11,0,0,0,1,0.56,0.5303,0.46,0.2537,186,384,570
15032,2012-09-23,4,1,9,12,0,0,0,1,0.56,0.5303,0.43,0.1045,250,526,776
15033,2012-09-23,4,1,9,13,0,0,0,1,0.6,0.6212,0.38,0.1642,257,445,702
15034,2012-09-23,4,1,9,14,0,0,0,1,0.6,0.6212,0.38,0.194,266,400,666
15035,2012-09-23,4,1,9,15,0,0,0,1,0.6,0.6212,0.33,0.2239,265,375,640
15036,2012-09-23,4,1,9,16,0,0,0,1,0.6,0.6212,0.33,0.3284,254,437,691
15037,2012-09-23,4,1,9,17,0,0,0,1,0.56,0.5303,0.35,0.2985,227,496,723
15038,2012-09-23,4,1,9,18,0,0,0,1,0.54,0.5152,0.37,0.194,135,405,540
15039,2012-09-23,4,1,9,19,0,0,0,1,0.52,0.5,0.42,0.1642,82,331,413
15040,2012-09-23,4,1,9,20,0,0,0,1,0.52,0.5,0.42,0.1642,60,192,252
15041,2012-09-23,4,1,9,21,0,0,0,2,0.52,0.5,0.48,0.1045,51,145,196
15042,2012-09-23,4,1,9,22,0,0,0,1,0.52,0.5,0.48,0.0,40,98,138
15043,2012-09-23,4,1,9,23,0,0,0,2,0.5,0.4848,0.59,0.1045,30,70,100
15044,2012-09-24,4,1,9,0,0,1,1,1,0.46,0.4545,0.63,0.194,10,54,64
15045,2012-09-24,4,1,9,1,0,1,1,1,0.46,0.4545,0.67,0.1343,6,12,18
15046,2012-09-24,4,1,9,2,0,1,1,2,0.46,0.4545,0.63,0.1343,0,8,8
15047,2012-09-24,4,1,9,3,0,1,1,1,0.46,0.4545,0.63,0.1642,0,5,5
15048,2012-09-24,4,1,9,4,0,1,1,1,0.44,0.4394,0.67,0.1045,0,8,8
15049,2012-09-24,4,1,9,5,0,1,1,1,0.46,0.4545,0.63,0.0,2,35,37
15050,2012-09-24,4,1,9,6,0,1,1,1,0.46,0.4545,0.59,0.0,6,162,168
